failures_per_year,avg_downtime_hours,cost_per_hour,recovery_efficiency,total_downtime_hours,adjusted_downtime,annual_downtime_cost,opportunity_cost,total_annual_impact
4,2.668139045133103,7709.8473255877925,0.9460070598651903,10.672556180532412,11.281687667376703,86980.08949044105,59213.07411845906,146193.1636089001
5,12.247007923827192,7558.373842598048,0.9268393882601654,61.23503961913596,66.06866345428467,499371.6576682789,63586.567983343586,562958.2256516225
5,4.448177481635407,13730.394928607202,0.8720080896961133,22.240887408177038,25.50536820814103,350198.77829731896,27608.73048000697,377807.5087773259
2,10.21740622475546,9849.472080670708,0.8062545268244514,20.43481244951092,25.34536150760771,249638.43054368818,33659.19305915061,283297.6236028388
7,3.3763567356803534,10211.149687051995,0.8137079644557886,23.634497149762474,29.04542929670023,296587.2262732914,56998.54637487378,353585.7726481652
2,6.689010188925981,8956.429836856674,0.8111077017256317,13.378020377851962,16.493519108979267,147723.04666242763,55217.023548044854,202940.07021047248
2,1.584263998636983,7136.961649371931,0.8845191348139426,3.168527997273966,3.582204016355691,25566.05268495667,46768.25603633517,72334.30872129185
4,7.508379255964676,7947.028942038087,0.9166987972009487,30.033517023858703,32.76268837219286,260366.03271279138,66447.637474513,326813.6701873044
3,14.245135282918866,9661.175216488557,0.7270380529466919,42.7354058487566,58.780150056176026,567885.3289442062,52766.623654771225,620651.9525989775
3,2.0480965415920553,7933.1348883559385,0.8284017462712742,6.144289624776166,7.417040889196912,58840.385846450576,59012.46920134396,117852.85504779454
1,5.014980136669542,10295.618382718696,0.6518162220463278,5.014980136669542,7.693855978185677,79213.00504299859,43163.07428807421,122376.0793310728
4,12.659428878373504,9020.778910017129,0.8713388323159353,50.637715513494015,58.11483849388855,524241.1094447214,52811.796131084055,577052.9055758055
2,7.184202645580772,6361.241824703217,0.6707338101991841,14.368405291161544,21.42191890832913,136270.00652506395,72339.68607001318,208609.69259507713
2,13.365823220452027,13632.062698671654,0.8224822225373084,26.731646440904054,32.50118447355437,443058.18452458683,69918.58441026494,512976.76893485175
4,3.02490743143938,11255.19725861211,0.9011187989485077,12.09962972575752,13.427341367060889,151127.3757449927,34234.1761274383,185361.551872431
2,5.04882271328492,9278.044258358137,0.8856009953133692,10.09764542656984,11.402025833311983,105788.5003164114,66802.20241017455,172590.70272658597
2,7.439750713025239,9260.398255313334,0.848741687926211,14.879501426050478,17.53124847962469,162346.342834181,72150.19666812384,234496.53950230486
5,4.690761843810138,8502.24167384065,0.6080882447463173,23.45380921905069,38.56974612103407,327929.30281970964,67254.20313659406,395183.5059563037
2,15.942759740305105,6503.745691249431,0.7447501028702709,31.88551948061021,42.81371611460441,278449.5217067348,46027.59702937319,324477.11873610795
3,1.165692829952189,8365.806603277822,0.7753543293920063,3.497078489856567,4.510297237391837,37732.27441131835,49835.708552289965,87567.98296360832
6,12.834372313778644,11814.363226483345,0.8583787544160968,77.00623388267186,89.71125332086598,1059881.3322357708,73581.44113559774,1133462.7733713684
4,1.2925120704417554,13414.383966272759,0.903998778987531,5.170048281767022,5.7190876823499925,76718.03810782377,60325.254233363026,137043.29234118678
4,12.714362016943532,7281.002911654767,0.8680718904901659,50.85744806777413,58.58667769907506,426569.7709111449,24200.488621196175,450770.2595323411
2,15.273248069959466,7549.8367045560935,0.746402117442301,30.546496139918933,40.924985910534026,308976.9607607908,52354.31156383388,361331.2723246247
2,10.853121866736393,10778.069959053224,0.9271338560995179,21.706243733472785,23.412200504457527,252338.33493242442,74642.54304384868,326980.87797627307
0,3.5817628745748165,8063.408722810704,0.8435383046834107,0.0,0.0,0.0,39586.41206643457,39586.41206643457
6,18.389451343115947,10198.35553212469,0.837168969531636,110.33670805869568,131.79741733669948,1344116.9202154756,49696.28566976843,1393813.205885244
5,6.097004827228382,9762.376261108531,0.9636944357124357,30.48502413614191,31.633496061025895,308818.0910020294,60537.31272764512,369355.4037296745
2,9.125021138221337,8260.287686274467,0.921030436518309,18.250042276442674,19.814809101674985,163676.0236284451,47897.387138132406,211573.41076657752
4,7.890083126238533,6975.634474365831,0.7078699730292151,31.560332504954133,44.58492902290627,311008.1679293387,45006.62359582209,356014.7915251608
2,15.68789539340186,7252.578889278229,0.8820600784643772,31.37579078680372,35.57103597912221,257981.74461193808,62414.454162333954,320396.19877427205
3,14.452094177521335,11207.296658227804,0.9895108391433687,43.35628253256401,43.81587428602405,491057.50146308687,56148.823026611295,547206.3244896982
1,7.984867311383474,7963.957150931654,0.844839409137424,7.984867311383474,9.451343326344087,75270.09326974816,43612.221108946425,118882.31437869459
0,2.8324967420034617,11097.797071631252,0.9161775526579861,0.0,0.0,0.0,74545.94393133777,74545.94393133777
3,8.34178111961118,8509.289810680326,0.6070345764482169,25.025343358833542,41.225564950942015,350800.2797765909,63089.92191820992,413890.2016948008
2,10.390215728403486,9005.960875974994,0.6810759783778906,20.780431456806973,30.511179540202615,274782.4892189134,27829.07154448687,302611.5607634003
6,1.953323788326835,8999.71404828806,0.7140504803051014,11.71994272996101,16.413325182490293,147715.23322397808,60855.223541035884,208570.45676501398
2,8.245224845848648,10203.500564764548,0.8473087887949737,16.490449691697297,19.462148758246325,198582.04584629805,30119.87081127084,228701.9166575689
2,16.193343730340107,11123.31574219266,0.7613264081166612,32.386687460680214,42.53981881542387,473183.8362996279,61664.33707443248,534848.1733740604
2,2.0272914686407413,7312.583977255629,0.8651135677505812,4.054582937281483,4.686763782729679,34272.35374277103,30351.086404550657,64623.440147321686
4,20.453515349337785,5838.869157870481,0.6144499641213388,81.81406139735114,133.1500792165314,777445.8909054166,46654.371947784006,824100.2628532005
3,10.844564825463465,10245.096033356942,0.983381212886794,32.533694476390394,33.08350215567484,338943.65670466016,44205.70390182042,383149.36060648056
2,1.549478631480987,6889.015258451038,0.8231411022883437,3.098957262961974,3.764794704512786,25935.72816432425,23683.045933346577,49618.77409767083
3,14.503394817218245,6577.557453251298,0.8716400909126354,43.51018445165474,49.91760349859329,328335.90494061535,55017.548428353824,383353.45336896915
5,8.080185046317931,9823.673041037076,0.6751849890860143,40.40092523158965,59.83682381073023,587817.392930756,66670.43015144007,654487.8230821961
2,4.525389887073049,10097.508017454827,0.783833019069919,9.050779774146099,11.546821266710069,116594.12031672282,29275.94474945902,145870.06506618185
2,7.130463353047193,8731.307200196788,0.525077962437544,14.260926706094386,27.15963671354931,237139.13159174213,53774.40659317305,290913.5381849152
1,3.2953007816801394,7939.123055688439,0.6590384898562682,3.2953007816801394,5.000164379471709,39696.92030729592,48325.2870766556,88022.20738395152
4,13.37082200975153,6312.0642783767225,0.9419867650498676,53.48328803900612,56.77711197585115,358380.78033216525,37769.067289750616,396149.84762191586
2,10.20506222215969,7979.023043118155,0.6897420286324375,20.41012444431938,29.590953714661783,236106.90155712914,55348.3321115326,291455.23366866173
9,9.773356967241515,8731.93924259685,0.8670259965221634,87.96021270517363,101.45049059428652,885859.5200009532,48194.193880436265,934053.7138813895
5,4.420018319267051,6429.466003887408,0.8875178922455504,22.100091596335254,24.90100964659854,160100.19498527772,56809.49299626019,216909.6879815379
10,3.7792657166409467,11123.138008920692,0.8884350548823299,37.79265716640947,42.53845788583272,473161.1377507781,40782.16067213906,513943.2984229172
0,10.374258425192414,7914.017781864501,0.8568884515146604,0.0,0.0,0.0,56668.877505302204,56668.877505302204
2,14.675592388731168,8898.267265425295,0.8520190261080572,29.351184777462336,34.44897810737371,306536.2142201961,48815.58939386961,355351.80361406575
3,14.266719273990462,6760.232842590691,0.6254260411701849,42.80015782197139,68.43360366301893,462627.09501957515,35605.52201649238,498232.61703606753
4,6.894247840168378,13757.702608189777,0.9847539727628916,27.576991360673514,28.003940195642638,385269.88106918323,45047.05305011318,430316.93411929643
4,5.835312744808373,10305.342871254938,0.7523166113320697,23.341250979233493,31.025834904675197,319731.8665596272,35647.0868201498,355378.95337977697
2,8.893948261259924,5797.073444568756,0.40238148070056073,17.787896522519848,44.2065486998817,256268.60954411965,42587.30061915171,298855.91016327136
4,3.2134104289692442,9017.132073651284,0.6445853810227857,12.853641715876977,19.94094513201907,179810.1359288496,40632.76529923742,220442.90122808702
3,11.774002418830547,8500.881560534775,0.9317849172128795,35.32200725649164,37.90789763172548,322250.54797617503,52713.843910961885,374964.3918871369
5,4.703995884129761,6562.793894840959,0.8545203557904275,23.519979420648806,27.524188582837127,180635.57679189474,58828.20913783289,239463.78592972763
4,2.804262074306759,10359.236346532403,0.894920496614101,11.217048297227036,12.534128271356314,129843.99716073369,70732.20646848812,200576.20362922183
3,9.014127040738138,6958.890994987583,0.8460783377468946,27.042381122214415,31.962029892206246,222420.28199839802,43829.52755477446,266249.8095531725
8,4.651203436873973,9106.334843924731,0.8709731481346542,37.209627494991786,42.72189972180302,389039.92403531313,61361.18628895092,450401.11032426404
2,4.510121483853977,10841.0062265366,0.6893346803164638,9.020242967707954,13.085433281213833,141859.26367856842,46710.410738373575,188569.674416942
2,1.7154334651493368,10732.555421923305,0.5575884510595029,3.4308669302986736,6.153045178356015,66037.8983903039,62921.58397062416,128959.48236092806
1,11.884819967895302,7254.181608076351,0.9341056277451681,11.884819967895302,12.723207756047886,92296.45969965696,58876.212623429754,151172.6723230867
2,4.729135157968127,9942.532977437826,0.8776709218149165,9.458270315936254,10.776556543969468,107146.26882163984,47118.98180394271,154265.25062558256
1,30.109842979738914,9635.833449545073,0.8273395537130647,30.109842979738914,36.39357364773293,350682.414303307,29510.706708339003,380193.121011646
4,8.265564138290863,10222.82545347753,0.8090595081184085,33.06225655316345,40.86504913594647,417756.2644645635,65990.31741679276,483746.5818813563
3,6.796355313988295,9567.056051318477,0.6610194215946285,20.389065941964887,30.844881823258326,295094.71329940687,53217.2853125969,348311.99861200375
4,1.3589939897557006,10235.127792651396,0.6717086440453222,5.4359759590228025,8.092758679246684,82830.41927717853,61523.14212133385,144353.5613985124
7,7.780574063953622,6598.850321940332,0.7296431666080311,54.46401844767535,74.64473175410929,492569.4121667538,26671.47989592284,519240.8920626766
3,11.77576050399334,11651.134302023836,0.9365180805650464,35.32728151198002,37.72194284884,439503.4222651025,60769.90101757055,500273.323282673
4,3.6732404864672796,7553.188529641706,0.8705472575827312,14.692961945869119,16.87784530694796,127481.54757750644,44682.67471931655,172164.222296823
4,4.238916469044537,8934.969179704685,0.7247631481148249,16.95566587617815,23.394768236052542,209031.5331554636,54685.77508908099,263717.3082445446
6,8.895030967347333,11925.345321783458,0.9653505639131637,53.370185804084,55.285807870398486,659302.3502482757,62671.56135093452,721973.9115992102
6,1.8078112416632617,7957.356790278856,0.7191347277312738,10.84686744997957,15.08322019741595,120022.564657179,65070.42214081632,185092.9867979953
4,8.10111012285193,10747.759848019656,0.7887533949328873,32.40444049140772,41.08310747006663,441551.3728986585,39858.492010484166,481409.86490914266
3,6.146846403149845,8168.229272146355,0.8359052272479959,18.440539209449536,22.060562140710967,180195.72943775897,55447.99613316751,235643.72557092647
1,25.21008247038272,9745.72829280799,0.8396494065585436,25.21008247038272,30.02453437525889,292610.9541393466,69091.27739396092,361702.2315333075
4,1.7518451033009335,9866.724905450137,0.890666812306455,7.007380413203734,7.867566542709216,77627.11475223525,42965.07606564118,120592.19081787643
1,5.4919069039484665,6564.488281161703,0.5777237077541565,5.4919069039484665,9.506113095648626,62402.7680157832,59317.379291365985,121720.1473071492
3,4.887104076211984,9859.264486177313,0.9634723862624122,14.661312228635953,15.217158724715942,150029.99259511515,30091.582276877973,180121.57487199313
4,2.9445901655958333,7836.865165262989,0.8517317764127622,11.778360662383333,13.828720482861684,108373.8178322975,48058.77919156382,156432.5970238613
3,7.65482218086019,12154.186498740422,0.8466900346700104,22.96446654258057,27.12263709532233,329653.5895942028,68379.03196927735,398032.6215634802
6,41.67730782123775,12343.98943605884,0.9067073368606514,250.06384692742648,275.79334230738436,3404390.1039777123,49578.204496411294,3453968.3084741235
6,5.818890693972383,10453.652783792259,0.8413018703747833,34.913344163834296,41.49918762011202,433818.0981901012,30732.230710125838,464550.32890022703
5,9.198180885042015,11571.850963978373,0.7103075249307662,45.990904425210076,64.74787723766944,749252.7856282785,44758.05074076907,794010.8363690475
3,2.38552218972883,7563.468129318272,0.7739725187706976,7.15656656918649,9.246538340344799,69935.89804371736,25509.3629997959,95445.26104351325
2,15.56233077180101,7460.588746296218,0.6740094343891112,31.12466154360202,46.178376674818914,344517.87734238175,72459.44320399259,416977.3205463743
5,4.0572156378116055,9755.285236317504,0.7881453295803361,20.286078189058028,25.739007043104294,251091.3554050676,62866.86688937548,313958.22229444305
1,17.424801076380987,5802.245975388795,0.8888379900974314,17.424801076380987,19.60402375968532,113747.36796106046,44044.458249202704,157791.82621026316
2,14.020774714130901,11066.379358855931,0.82714531657138,28.041549428261803,33.90159971466381,375167.9633145517,62987.99164248316,438155.95495703485
1,9.984244264251785,8683.393127430441,0.7774542542899681,9.984244264251785,12.842227319689924,111514.10844869494,61119.36117570594,172633.4696244009
4,6.99218957023725,9147.272078151651,0.9180095802624015,27.968758280949,30.466738999558675,278687.550962997,43438.487467095125,322126.03843009216
3,16.223562318872396,9429.484079068321,0.824737352523607,48.67068695661719,59.01355965955726,556467.4212589437,56629.76035130538,613097.1816102491
1,6.029809571529269,10138.513277505357,0.8889317415302926,6.029809571529269,6.783208754756552,68771.65202418988,76353.47917693589,145125.13120112577
3,9.644643580526601,7020.098824150462,0.7968885658396706,28.933930741579804,36.30862831002289,254890.15890570785,53949.338491961724,308839.4973976696
5,13.467879427224338,7523.340116246216,0.8197227444960267,67.33939713612169,82.14899194668874,618034.8066217108,48320.10403600487,666354.9106577156
2,10.925875080051672,8095.768355751725,0.8906798243576397,21.851750160103343,24.533788194722916,198619.86611355303,65296.573359849004,263916.43947340205
3,4.8685778258872325,11695.02798928874,0.8430859004864942,14.605733477661698,17.32413443189313,202606.2370711909,43839.13384663534,246445.37091782625
2,1.8235930322719656,7956.212149840898,0.9330541755695664,3.647186064543931,3.9088684880677707,31099.78695689502,52782.4058690592,83882.19282595422
3,11.431594488192792,13995.657492941298,0.8081956757897184,34.29478346457837,42.4337626294123,593888.4078980268,35882.39143413269,629770.7993321595
5,4.774798235791207,8256.934690149676,0.8875056326425687,23.873991178956032,26.900101025692276,222112.3773275694,63822.83205069157,285935.209378261
1,7.163709503027135,6907.12312293511,0.5867315967420728,7.163709503027135,12.20951716731271,84332.6383462188,34219.8009013774,118552.4392475962
3,6.94259242262715,6987.777080910446,0.725716091519839,20.827777267881448,28.699621671971812,200546.55855020537,56044.71156688924,256591.27011709462
4,6.204148708301528,12154.933663462452,0.8891922901870948,24.81659483320611,27.909143058341694,339233.7824782269,51210.15914833,390443.94162655686
2,5.24034931623604,8744.354713670225,0.816029818803091,10.48069863247208,12.84352408573085,112308.33037919764,35829.679809307025,148138.01018850465
1,17.07663395329893,8559.417845102238,0.866380631139348,17.07663395329893,19.710313619132993,168708.8101241686,38526.36549200582,207235.1756161744
2,5.940206557687823,12083.812710607755,0.6540992703192353,11.880413115375646,18.1630123353866,219478.43932127007,43713.47990142488,263191.91922269494
3,7.280066950991925,8952.86578129966,0.7226420453131239,21.840200852975777,30.222709839021785,270579.86473592673,59337.73762053986,329917.6023564666
1,2.3683065122965417,10877.425800313868,0.8354647642443214,2.3683065122965417,2.8347174095830088,30834.42828759711,64897.088994238846,95731.51728183596
2,7.203322892852725,8498.534244079907,0.9388222972067162,14.40664578570545,15.345444849967489,130413.78854808836,46330.02592960764,176743.814477696
3,0.4816777998883331,12104.288529838865,0.7805552679730041,1.4450333996649993,1.8512890232840968,22408.536489954287,20766.84172820462,43175.378218158905
1,12.790007948361298,13452.987009617618,0.9318864695556925,12.790007948361298,13.724856370604194,184640.31446260583,64091.86856060343,248732.18302320928
1,4.4148628805107615,12614.6811963541,0.8920825885025245,4.4148628805107615,4.948939635647051,62429.295763688366,60296.38934828153,122725.6851119699
3,15.417641476973655,6819.917460288242,0.7139519613147175,46.25292443092096,64.7843649672841,441824.02179406676,38638.522112527375,480462.54390659416
1,9.736470463382796,9689.000883142735,0.9059812540404172,9.736470463382796,10.74687850323715,104126.51530889243,78909.18320897271,183035.69851786515
0,10.078787684085302,8435.576380625547,0.7822096711845249,0.0,0.0,0.0,70104.55887442327,70104.55887442327
3,3.3358047114687515,8620.919966503749,0.8149242255055497,10.007414134406254,12.280177495273275,105866.42736121138,36470.719977707835,142337.14733891923
2,11.964243577550905,6260.869945185135,0.7431812794402511,23.92848715510181,32.19737608719672,201583.58425815252,27777.290674353513,229360.87493250603
6,11.188713150037682,13366.784200007514,0.623292545125961,67.13227890022608,107.70589095792786,1439681.4015041625,38736.744243420995,1478418.1457475834
0,6.861158487636776,10369.839650219063,0.8652543227263694,0.0,0.0,0.0,55690.80706765209,55690.80706765209
1,17.863521392643943,13635.76501602518,0.7873297465154907,17.863521392643943,22.688741879375286,309378.35277641093,43659.51923884074,353037.87201525166
3,20.455992696191206,6405.160688284954,0.9097088637050843,61.36797808857362,67.45892069099187,432085.22688407364,45380.11770747246,477465.3445915461
5,3.224682676134117,12929.589535856507,0.8739258966449619,16.123413380670584,18.44940565621072,238543.24231531395,51725.54506095667,290268.78737627063
4,4.265691695666099,9030.008547662257,0.9272786119308145,17.062766782664397,18.400906225083375,166160.34049723452,47561.49141744475,213721.83191467926
0,8.528822572025353,9522.958220215598,0.929495051062705,0.0,0.0,0.0,30663.87651515295,30663.87651515295
2,4.668375514182175,9169.236848146506,0.8222588297336715,9.33675102836435,11.35500245268088,104116.70689991547,56913.759933195746,161030.46683311122
1,7.540206320226063,9413.255149355376,0.8334492923600898,7.540206320226063,9.046988688267234,85161.61285599138,61731.239091258496,146892.85194724987
7,1.377420487757752,12253.205581687012,0.8071851685128166,9.641943414304265,11.945144423390342,146366.31032274404,16795.284330909017,163161.59465365307
1,9.364739103244446,9588.049039122317,0.8422876886703303,9.364739103244446,11.118219141998864,106602.03036119357,76209.56663963346,182811.59700082702
9,17.54935047764503,13426.939061182293,0.8155163624482612,157.94415429880527,193.67380174278935,2600446.3337479336,32067.0258757753,2632513.3596237088
2,1.3439208978118145,11826.952816110741,0.8718709679800741,2.687841795623629,3.0828435563702095,36460.6452806415,87196.73593857672,123657.38121921822
6,12.520953452661962,10250.134587306946,0.8438885475309713,75.12572071597177,89.02327319854355,912500.5316876667,60035.78669686006,972536.3183845268
4,7.01792780057507,9305.023837964296,0.529243241118151,28.07171120230028,53.04122758940138,493549.8871142693,38291.545016780496,531841.4321310498
2,16.760339543161756,6464.377066435726,0.6735137669058634,33.52067908632351,49.76984990272467,321731.07631112175,65359.90495014942,387090.98126127117
1,6.337286717807963,11558.276932115661,0.6825327768388132,6.337286717807963,9.284955877371111,107318.09133313024,54345.12009858496,161663.2114317152
2,8.449566696566325,6626.609997125569,0.9194471104110392,16.89913339313265,18.37966882682125,121794.89719167087,50359.21210292491,172154.10929459578
3,10.236795054482446,6024.740177886539,0.7851344831931975,30.710385163447338,39.1148087631383,235656.55990562777,33569.82734406776,269226.38724969554
0,8.30421939396336,9203.182304099535,0.4127161788876459,0.0,0.0,0.0,38542.18602095485,38542.18602095485
4,3.7849386501950697,11502.085702653094,0.983194157790864,15.139754600780279,15.39854003485715,177115.3271766617,41773.2422982503,218888.569474912
1,5.716586610239197,5293.3143727150045,0.8759025661487635,5.716586610239197,6.526509718283313,34546.86769545321,48472.41672442899,83019.2844198822
1,2.215585848076478,12350.78700570436,0.7911249068656565,2.215585848076478,2.800551251577159,34589.01200678826,64323.342945251134,98912.3549520394
3,13.823170266389953,6274.372837954987,0.8440456825524741,41.46951079916986,49.131832146528055,308271.43309913925,42348.50748582748,350619.94058496674
6,2.1207302336119165,9803.869731434716,0.8211481469418943,12.724381401671499,15.49584134003032,151919.20987663802,14474.474081804394,166393.68395844242
7,8.186299548541285,8774.201843186962,0.8150855363582221,57.304096839789,70.30439663525621,616864.9665412123,51235.53683185399,668100.5033730663
1,4.662342831257054,9014.684902966968,0.7222940797959985,4.662342831257054,6.45490938064156,58188.97414368933,52854.01984667834,111042.99399036767
6,0.8333534263371195,9703.254622727949,0.7582144830210962,5.000120558022717,6.594599114092095,63989.074338851766,8411.086783122002,72400.16112197377
4,18.75151247297248,10657.940360441979,0.8644483411041377,75.00604989188992,86.76753291710482,924763.1910531893,67160.83476640264,991924.025819592
2,10.553865753430145,9808.133269909113,0.8571817555921045,21.10773150686029,24.62456925751992,241521.05699186225,56624.72874041619,298145.7857322784
