labor_costs,material_costs,equipment_costs,overhead_costs,contingency_factor,total_cost,total_cost_with_contingency
97710.32186770823,53323.79363744892,33629.083920806006,13593.529072394935,0.0029752601839409267,198256.7284983581,198846.59384885768
111456.00314851533,52528.62379544279,33051.53469606426,23664.35174618339,0.007180366797761311,220700.51338620574,222285.2240247729
127643.89823907526,51232.06247522408,32655.7534836304,23141.693094471728,0.005851197920975835,234673.40729240148,236046.52784525912
130568.09970923187,38170.56180339379,23364.077917247432,29604.6170066347,0.01348332584170138,221707.3564365078,224696.70896484345
125744.79164987951,47264.45236074284,20697.139022933225,27612.444266364044,0.01409398575619363,221318.82729991962,224438.09169946218
87794.68565871635,40767.08671194807,23512.311439229557,30091.538959959067,0.005233801097189912,182165.62276985304,183119.0414061762
124961.57245941834,53574.251524113955,24360.758861836635,27213.24428278626,0.018430185292824044,230109.8271281552,234350.79387982682
131206.89278814665,38022.515248571806,20627.5061531003,31152.781824339225,0.008990057951356031,221009.69601415802,222996.58598913686
88913.40149514836,36509.79154514089,24503.94238252389,27095.648422284456,0.007137055971660552,177022.78384509758,178286.20536165923
104800.25584385968,50275.34601027408,24350.97572835001,18118.852579229453,0.00497705501668683,197545.43016171324,198528.62463592316
109727.62896896256,46967.139879190174,29618.68266123326,24548.434106676268,0.008162628631991074,210861.88561606224,212583.07288098754
98051.33020131479,49648.81682773887,19874.46035828998,24805.96782649952,0.011363307978207999,192380.57521384314,194566.65493902288
108870.93237295412,36883.532254841135,25475.45002312605,8674.056606751077,0.020043374313610033,179903.9712576724,183509.8538940949
130021.14262185463,51685.89226974282,22163.661422673533,19917.315418001635,0.011557715470589371,223788.01173227263,226374.48989760317
128419.88814232363,46092.16817718455,18604.381704099098,35208.67941590244,0.010407896496777059,228325.11743950972,230701.5016294346
135488.98640346524,45540.97104709815,20677.109299935757,23627.250549109656,0.01628504207913285,225334.31729960878,229003.8961387056
107507.4629420753,44174.39789009066,17393.26209277273,24473.27228799924,0.01306643467826678,193548.39521293793,196077.38267607114
104579.56746714888,48122.53778598752,20710.138193659805,14108.273423623055,0.005740049045363383,187520.51687041926,188596.89383426736
115798.49954480413,41274.74935624022,17627.04486593745,18263.829091333046,0.009792706070000825,192964.12285831486,194853.7637955219
104818.83159549345,36312.39841739653,30270.678354070158,27421.671989396433,0.009138500937665276,198823.58035635657,200640.52983187308
87663.0564660063,43373.48262252488,18189.764202566344,22676.25782243914,0.011302569927792498,171902.56111353665,173845.501831289
118690.65766574763,47706.14684747444,27597.460445163117,19455.51908177741,0.00960561861962916,213449.7840401626,215500.1012600946
99833.74694292416,36789.273589000375,29693.204649777228,31486.909753691016,0.008139785902545668,197803.1349353928,199413.21010461924
88289.71876326734,38197.93878260631,22362.799653342903,21494.289038896986,0.025341377144049358,170344.74623811356,174661.516697041
85373.03518857506,46506.570978424614,17322.2018861751,18495.328163324462,0.011910184070707716,167697.1362164992,169694.43997696825
134500.465814116,38994.18035338321,23987.993145104327,25202.299575216795,0.01546268306319591,222684.93888782035,226128.24552078985
98785.8034723521,37140.18614435088,19845.290329345073,20925.202103129228,0.011488252102706443,176696.48204917728,178726.41578061957
106041.46469490507,51853.543493222285,19203.07510844097,20918.83241585927,0.01831294524859793,198016.9157124276,201643.18864816552
136847.72206596873,36947.561213566,23599.52487635737,24694.468380295883,0.011641502174280347,222089.27653618797,224674.72933186835
106829.51732644791,40162.89203105467,21104.486999443096,21782.160475286568,0.019809957137583833,189879.05683223225,193640.55280940363
90490.61737634329,41481.31147837749,26006.31182739498,16665.401265074048,0.0029004487244701097,174643.6419471898,175150.18687571236
110399.19401531463,42271.04039584493,23926.397000010773,27792.831713318526,0.012805115304955775,204389.46312448886,207006.69376691594
91112.07068172675,40424.146391339455,27844.7489293819,29329.614399829585,0.0138813496697987,188710.5804022777,191330.13795523238
91537.89537666862,52755.905828847775,17416.31669426875,23747.033062257084,0.01418688143754733,185457.15096204221,188088.20957448604
127200.2139990001,45688.29614286799,19846.84479558778,28100.82374538826,0.007085805102525621,220836.1786828441,222400.98080457724
100129.92281714478,40396.34701219239,23602.496115716494,23155.474454865882,0.008488070118998598,187284.24039991954,188873.92216461746
116464.13413065838,40369.20357506023,29010.7153794163,15450.227832917933,0.007230765089160271,201294.28091805286,202749.79257716273
108542.01130843798,42730.706427616926,27518.656660997654,29482.117805720718,0.015541965183498875,208273.49220277328,211510.47156723452
97642.48757080984,33177.88628665187,25194.868776027957,24504.07024881098,0.019146811551440025,180519.31288230064,183975.68214745348
108919.23863030563,53365.67285248728,23696.08964173762,25754.98752022003,0.0053551757363216705,211735.98864475053,212869.87207364698
89828.0695082836,38184.91376339499,24485.14246890306,24468.364406201974,0.013498607897036947,176966.49014678365,179355.29140818992
102200.87054729954,46529.86783336303,19621.77186927093,24092.12189321655,0.007906565706756618,192444.63214315008,193966.2082721025
109133.47075627442,48451.56496331378,23979.92542020528,25710.24583055783,0.029188862219388215,207275.2069703513,213325.3344281041
97881.6127158574,49823.05591606133,22676.38351714691,25806.103328911,0.016140127109930437,196187.15547797666,199353.64110472688
115513.16853688587,37049.30443095295,21410.678615580982,31317.656456997607,0.010216732070558832,205290.8080404174,207388.20922271488
88516.84744343994,43327.14307185008,29196.47995839682,27190.74672571153,0.011387880583178122,188231.21719939835,190374.77182289137
107536.3054191842,35010.22041850067,27846.309863023434,30882.70219214931,0.023301745521482717,201275.5378928576,205965.60925653653
118416.54285092972,49177.5884012912,17770.120209509296,32535.20987496592,0.012535907417544258,217899.46133669614,220631.0288103457
105332.46376112406,42446.39411331775,32930.901759918925,16943.085281633386,0.004981287644875605,197652.84491599412,198637.41059034868
129048.92493489374,36895.412799611295,19795.666825089047,31383.376844363745,0.02601472135291576,217123.38140395784,222771.78567038468
114120.68471030041,47007.97811596817,19640.46751245931,28265.488023022397,0.018291173361166153,209034.6183617503,212858.10680469027
137947.00063078,39967.49490221056,30894.500504812746,27442.044500472257,0.009312145016928904,236251.04053827556,238451.04448816832
99944.18556584776,35861.05631503676,22094.21557558784,29947.83567394747,0.01645051990009204,187847.29313041983,190937.4787642402
135363.151226839,42017.90598946242,27358.626502919207,23676.0052882681,0.008964386145136132,228415.68900748872,230463.29544535917
112903.89595388673,38400.83207860474,20387.015489886304,28012.928604206823,0.008846303974953573,199704.6721265846,201471.3203614348
120135.74288964976,54534.93837568737,28831.63999240796,19711.12327321276,0.011466475169509145,223213.44453095784,225772.91595017267
131494.97121461478,40424.93920019829,27907.146527062287,17939.73780242477,0.016444668787075675,217766.79474430013,221347.89755669323
110366.55652067781,43983.50047881561,22993.485163669946,27658.436739500645,0.015413252652021047,205001.978902664,208161.72619765505
128037.13979973985,54433.72647763668,25593.44845099032,24652.66496681168,0.01947572729911915,232716.97969517854,237249.31212959645
109949.2732719891,40927.31565669835,31714.95027473314,24985.444727368955,0.01544689762124604,207576.98393078952,210783.40435009546
112545.97814199832,40375.426737520465,22178.675262604054,21011.765365933712,0.025195542978424086,196111.84550805655,201052.98994013286
105930.11237977626,36980.09255798107,22681.780258539024,26955.88508057497,0.028852388362260714,192547.87027687134,198103.3362084258
94279.14467242853,53915.769460273485,25880.85122679451,22868.300986203805,0.0141693253692883,196944.06634570032,199734.63090130326
110468.51023198132,49065.96446904178,21432.685166066334,24767.19298914607,0.010296482546747403,205734.3528562355,207852.69302968608
141115.67706190472,38142.68363050951,31589.562697279882,22566.57911364972,0.011136998796171771,233414.50250334383,236014.0395367326
122708.07784458916,39990.1115271302,17010.864736535324,20989.699204768564,0.004651864366080605,200698.75331302325,201632.3766918769
120271.97780943083,52854.866470748835,21621.41146223978,23964.932607077535,0.01230886304464867,218713.18834949695,221405.29903094936
114667.02403637226,43337.69996323122,25734.75958822701,30927.93005951546,0.008948921650221535,214667.41364734597,216588.45551293175
102226.3708433759,43684.38085647768,21916.20038927794,22635.180200072362,0.008563722754080008,190462.13228920387,192093.19718527954
95409.77846270769,45470.26115757161,20092.77298727582,24366.88305019831,0.011953926468833913,185339.69565775344,187555.2327514023
97730.54545973602,48054.21793036048,21734.867029212874,23674.472669012845,0.004265364884354311,191194.1030883222,192009.61570173074
82975.05048019528,53964.38299745568,29038.04053027949,21814.454937659906,0.011140194531590106,187791.92894559033,189883.96756550675
116194.4009540467,49106.65543012685,23342.47778308917,31146.205786780527,0.013490925256824467,219789.73995404324,222754.90690798013
124340.13747011723,53733.38361461409,20876.72339180812,18191.693152827553,0.00565326645675366,217141.937629367,218369.4988617216
99402.98666899721,49625.312288620036,25073.112031098077,24573.119176715663,0.023979208806517542,198674.530165431,203438.58820880466
91339.7777536414,33732.32075047147,24208.96289864669,20782.44817091722,0.01520215320439274,170063.5095736768,172648.84110069255
101782.21010225284,35938.04565165026,23516.70973187386,27836.14063030944,0.023227791770110435,189073.1061160864,193464.85685427886
100222.28714534407,51689.50996557967,21485.089020772437,25669.566774320097,0.015136433222084585,199066.45290601626,202079.60897718545
106160.14670099888,32882.52228327503,17687.011492739643,30911.428955193427,0.014591245310827072,187641.10943220698,190379.02689032804
99228.69928126744,48887.16009707502,24333.20331747987,28672.774948638464,0.02607681429610967,201121.8376444608,206366.45445560772
101927.8091689967,50508.22667475183,21806.69218972358,25407.991846660323,0.023517093253219462,199650.71988013244,204345.9244776259
132012.27439953425,41272.4464291107,21909.13396586018,28721.721224201196,0.032162832945820265,223915.5760187063,231117.3352841631
101749.85735890122,40325.46955309814,19838.185968211284,29178.78786581708,0.011449872624272278,191092.30074602773,193280.28324904887
122601.33513389091,37636.83610767017,19994.196636234316,20437.49589239336,0.008188031108150062,200669.86377018876,202312.9548572073
113811.85208919374,33830.88260048633,27014.913373766423,28865.663132819234,0.00682877444307581,203523.31119626574,204913.12598233295
101847.97833641674,47639.97466776852,22502.377771385523,26486.31294924214,0.007473103008266795,198476.6437248129,199959.8801281035
124746.46448972395,34702.99110505389,18306.02343015966,27447.348662961198,0.0171018379480512,205202.82768789868,208712.173193499
112353.8347714794,54238.21007024315,17141.283841375694,22962.174688039646,0.04761655069989991,206695.5033711379,216537.63028685102
83473.64630301655,39435.20210872658,19740.416303225295,20728.24559332763,0.02590140618113408,163377.51030829604,167609.21756365363
89809.15298083171,48889.04102053018,22599.69902527691,19828.925931530946,0.011136058917877402,181126.81895816975,183143.85788569567
120576.17390758157,34231.40583152257,24284.35854008291,7958.627053364875,0.01787108633920264,187050.56533255192,190393.3621354066
105986.90267145676,43319.688575782624,18790.498261797584,21453.307375635362,0.009237771978046896,189550.39688467234,191301.42022944125
104385.06024450314,40237.90806251345,21967.644645844368,37196.275017841814,0.009529578696978014,203786.88797070275,205728.89115703182
94288.3889180737,33000.05525839792,17693.551239025433,29112.063344328908,0.007262956466115194,174094.05875982594,175358.49632960788
94840.68837843374,45629.1827875205,16942.315319986865,26592.303869608244,0.0075088865956098125,184004.49035554935,185386.15920671215
123394.24076136244,54160.27676555617,28597.217932128668,29805.198374382675,0.016082009080217258,235956.93383342997,239751.5953858794
125536.96602759775,31796.0596206473,24875.78476577624,23699.847637146573,0.02556797069083155,205908.65805116788,211173.3245852086
110757.27955703824,39007.27915932842,26896.182111281585,23040.433365896944,0.020502572862276382,199701.1741935452,203795.56206813047
100330.56608254838,46664.46272617931,19264.708974964367,23548.82365388804,0.025249984374441873,189808.5614375801,194601.22464801426
134652.45486526936,51210.92919729155,20739.821353364016,21319.997053604962,0.01802756640062814,227923.20246952988,232032.10313629315
113721.47148082344,37565.29920426307,22082.46892644085,21731.49287933218,0.0119752027208612,195100.73249085955,197437.1033134261
123321.30846689176,34605.97821983894,24871.3428052913,24920.964724362115,0.009367400202987751,207719.5942163841,209665.3867854112
82143.84896937765,31610.09940721722,23187.00420421378,25322.316604974192,0.016255431841118138,162263.26918578285,164900.92869834934
106137.92758046836,38035.04365245487,23399.878206260753,31631.03482440061,0.005260285184807546,199203.8842635846,200251.75350473245
128747.27787129012,34625.49322951339,18961.601302245483,30123.238609431646,0.009004654201406167,212457.61101248063,214370.71833210488
101873.25578552528,40394.62454992404,22447.554214044518,17572.260453114013,0.0082168399408356,182287.69500260786,183785.52381562814
119063.43779688803,41671.755811652554,27729.476388823485,23527.733481033563,0.022692669118748822,211992.4034783976,216803.07694622118
115385.86831870918,42335.18422200004,22868.97595895036,19471.899407404104,0.006117834822743929,200061.92790706365,201285.87373631878
94598.14073421746,36534.43135042234,19469.248359611454,11958.385396993364,0.019390786845284266,162560.20584124463,165712.37614223774
121931.57281553556,42066.59065587231,21734.222862195544,25436.237939863768,0.014786425442773176,211168.62427346717,214291.0533921398
92551.39460131497,31647.875155088794,26423.438362344605,27886.107347731147,0.014877063629000743,178508.81546647954,181164.50247251193
119140.6308878777,38475.04138259004,18674.131455983425,25356.651980149123,0.009643022272699859,201646.45570660027,203590.93697019
144377.64984431156,40543.68045044469,23781.22179187581,27184.528852066393,0.005861359749365578,235887.08093869846,237269.69998030787
137872.96455604956,35958.64689196045,31774.23117318141,23326.336283083518,0.015644765009336935,228932.17890427494,232513.76904630783
123558.4815243057,49436.04043885014,21365.13927232554,19861.298516236187,0.018971552721152682,214220.95975171757,218285.0639836232
109636.78636188587,37769.40909544904,17089.048663030753,23164.941821183358,0.015620366577943091,187660.18594154905,190591.506838041
116264.05500615982,47872.915725029394,24508.63217716206,31843.933155446277,0.011336008028301696,220489.53606379757,222989.00721477327
119151.65103614659,42233.05945508616,17170.33442904663,26873.09784705608,0.006896675779421422,205428.14276733546,206844.91406397044
83429.59676777522,42332.11546016611,19377.27842794906,17396.32735817787,0.008921501505128996,162535.31801406824,163985.37709836735
91971.32863696168,45409.47573468918,17199.938093508263,25650.34137170542,0.01525825809758649,180231.08383686456,182981.0962312552
112446.13152118704,33644.62803176122,19130.987930693977,31368.909332221127,0.008206707472941124,196590.6568158634,198204.01882826452
83024.62496849985,34860.84375392203,28403.005624669073,28806.697707739262,0.007530807208904445,175095.1720548302,176413.78003878507
132144.18239640762,39902.17384879473,26081.221793639583,31434.052307358845,0.005910292431086782,229561.6303462008,230918.4067125039
107736.77125783896,41294.21213370132,20948.515795214353,17557.33738387429,0.015920655742546808,187536.83657062895,190522.5459847162
98996.6814430092,41505.797619710436,29444.943426417045,25628.916865186344,0.015754106878926973,195576.33935432305,198657.46990750032
103938.88943578974,46076.36105377911,24977.75797141122,23258.688015152416,0.0216948985252103,198251.6964761325,202552.746913633
127146.49780099362,30459.895152013665,22128.480225945543,27974.863017295684,0.004170160849089921,207709.7361962485,208575.91920610887
134036.762802439,55046.521954001735,17614.055876102942,20754.410451651143,0.021887826976167073,227451.75108419484,232430.1756573519
92756.52666944447,37235.06899020897,26012.030849680385,20667.15594843661,0.02125810277174419,176670.78245777046,180426.4681080222
122122.8089443093,38636.52145783075,21312.700692312297,24984.657471528433,0.022294175687766992,207056.68856598076,211672.846758198
111578.58557728329,52475.128620042604,20537.935876001888,20391.23622599519,0.012933338839338308,204982.886299323,207633.99942409768
111911.41446346036,31283.518702966838,20387.741585070795,26297.126009700463,0.013611233276977731,189879.80076119845,192464.29902394518
122216.59536045649,57716.06675565427,15878.021978336947,14804.250169121571,0.013579414570516394,210614.93426356927,213474.96177067634
97663.02809544107,33284.387414439865,26213.280523456087,30878.699112079077,0.007717558625318808,188039.39514541609,189490.60020132034
109486.51320748057,36013.62252291145,18811.959299589627,11074.00609021745,0.007883262603750194,175386.10112019908,176768.7158123775
101191.53919736695,38487.167593765684,23008.063194766124,29523.609831378464,0.013638179984064344,192210.37981727722,194831.77957203062
91502.92497441937,41648.787071905695,16268.124678579456,22095.440859381713,0.010755805952864728,171515.27758428623,173360.06262793456
92128.94157703983,43002.08601708301,24434.252812867067,17752.31157962434,0.01742758460893091,177317.59198661425,180407.80932361286
93822.44764414795,35604.95685537359,21246.7351011997,25849.96462341563,0.01019337966675497,176524.10422413689,178323.48143882735
113286.91610838083,34701.29445858358,24474.993368627565,29428.0711974423,0.0058453910787672585,201891.27513303427,203071.40859157784
92172.19280689531,33091.554774176,17998.24860570493,30792.51186189203,0.005983454397609104,174054.50804866827,175095.95526027578
111210.35510687946,38776.40075442439,20164.237592676203,30628.9459528133,0.008325855625393532,200779.9394067934,202451.6041947696
112040.01716175847,53138.49755207691,18321.246648066237,20707.808867047024,0.017515122709540257,204207.57022894864,207784.29087972574
131659.81966900596,40866.404188776796,24695.691841559426,26024.24572253652,0.009396794458903544,223246.1614218787,225343.9597144993
113838.11519208795,48100.60653884953,18294.745754649524,16109.782994754985,0.014143233319731954,196343.250480342,199120.17888264006
142897.7076295927,37553.572556193874,24282.288651958737,25396.47501655005,0.005279663406994212,230130.0438542954,231345.0530256829
86587.07916433139,34404.97079649585,18670.02004058335,26690.50863424924,0.013210599796195073,166352.57863565983,168550.1959770806
117820.99253019007,43646.64783875176,30877.668338790252,23124.32694529257,0.012414824612984349,215469.63565302463,218144.65338908054
86088.6869909908,49668.27411427796,21768.00102862119,15821.582971503594,0.022089485374753415,173346.54510539357,177175.6810782632
119223.7351610281,52194.61403889128,18557.94996558524,22030.749277087656,0.013159209891098011,212007.0484425923,214796.89369144055
103637.03775872517,43499.174630372596,17044.760386863876,34536.576940611885,0.017839828958205906,198717.54971657353,202262.636814511
113116.08994255168,39392.00112911563,20816.44495042589,26955.096093516728,0.03222915484205007,200279.63211560994,206734.47539077277
100840.90371364809,35731.79933102846,29291.753972091763,22576.620072158836,0.012427977257947071,188441.07708892715,190783.01850945136
94924.71288881997,45882.41212328317,18792.29695489036,24204.14170142477,0.026229884905541984,183803.56366841827,188624.70998866935
118892.02374490569,39172.29770207147,27078.486272268725,26923.076980895916,0.012961469006775275,212065.8847001418,214814.57009207705
131729.02112489054,50324.12560379779,21779.241646679475,17253.913163865476,0.009326552590257818,221086.30153923327,223148.2745575245
96031.70050805743,44607.55610931041,27310.939928809275,17513.821668879835,0.011538338206179638,185464.01821505695,187603.96478229933
133340.4833267169,50798.21419575719,28858.94183830209,21319.06537506481,0.009456120959753178,234316.70473584102,236532.4318387139
94009.10250110125,43875.2304203468,34190.84444153464,22443.481381722973,0.009628331806227358,194518.65874470567,196391.548933602
119583.17223843616,48297.24039479004,17611.4646586468,33969.794722955645,0.009145484191481881,219461.67201482863,221468.75526687645
138086.06083725963,39396.35808562709,27182.735658665617,25353.273158507953,0.010468015539238528,230018.4277400603,232426.26421595443
94363.81684855153,42732.553003687804,17639.865219063264,22415.463870486616,0.017380930514475687,177151.69894178922,180230.76031161778
105534.45337841596,32412.863831813345,20662.55997514545,25282.601317115113,0.005203674893487945,183892.47850248986,184849.39517597455
101845.05412996914,44660.47738663727,24698.042729284563,14875.759631154373,0.014063264989757473,186079.3338770453,188696.21685847573
103736.32229971707,43274.080250589264,22123.142095354022,20479.550783740357,0.012937282241716298,189613.09542940074,192066.17356169637
120605.9374526286,47882.632029113,23579.713776818804,21257.569883455883,0.024342104308240672,213325.85314201628,218518.65331084366
115563.99070659402,47247.49355191849,31815.292207747014,19897.269385011314,0.010146866424966575,214524.0458512708,216700.79268946708
139531.20711924566,45052.431672708255,27624.162926474375,31172.415520486473,0.021452705902715433,243380.21723891477,248601.3814618802
96114.31986461082,34123.787589857195,21183.374766399695,28300.399101762167,0.00792522222089464,179721.88132262987,181146.21717006894
110017.66693451445,52371.48929060504,24044.79075688126,18947.31882975952,0.009703646804449238,205381.26581176027,207374.21307544826
106090.33715645944,32325.028445458047,17201.886192269936,18665.806335326306,0.015004171360244487,174283.05812951375,176898.03099887643
133147.59308704315,49135.40595574491,22188.656243090787,18702.858241750786,0.01650864435387579,223174.5135276296,226858.8222003065
83855.76522466604,42325.38008217665,24161.132929037296,24066.32955130458,0.01066980154401282,174408.60778718456,176269.51301984137
143843.4102528128,49549.93482000126,25748.79136555602,26000.652086423353,0.013618390761393663,245142.78852479346,248481.23881126178
107327.64478381642,42084.69716213581,29564.48591520949,27080.672369788772,0.011221433014244948,206057.50023095048,208369.76066687488
113797.63495733449,45445.367852229596,20334.307723744667,19927.947068826717,0.018095979686051394,199505.25760213548,203115.50069096417
102673.30505222242,40454.13863420693,29582.540267036307,24108.17089594494,0.01132150417212841,196818.15484941058,199046.4324106888
127280.91867909809,47598.67917041887,24923.073624342767,24720.5914973097,0.01089744409689805,224523.26297116943,226969.9926778509
110845.91729990779,38732.287932400606,17786.498201693972,30984.703961293333,0.019998117385091593,198349.40739529568,202316.02212765015
115646.51803490914,47023.61942316315,21365.480029698083,28871.045845149554,0.013532953795919695,212906.6633329199,215787.91937064775
114945.278181283,37616.744404479155,22469.179421185145,17823.681011534594,0.017016164100808806,192854.8830184819,196136.53335556667
102818.83309669062,47088.78821348032,21062.503084415643,15581.216002863892,0.042490637471886535,186551.3403974505,194478.02577217307
90314.4265051074,39386.234152877834,18404.991484885933,24444.93862949395,0.004514981145505098,172550.59077236513,173329.65343634813
124057.21278137554,39142.73108073407,23401.52461899894,21813.859968611756,0.0072882781785482175,208415.3284497203,209934.31734013537
100140.25388296798,49364.980605902216,18629.785525222334,20195.232300597923,0.0076607424288223916,188330.25231469044,189773.00186922844
127005.5615348399,49427.18495451849,29951.055746671547,21217.99254140566,0.007950342794103064,227601.7947774356,229411.3070664693
112989.87342318177,46392.701286266034,28642.00646763369,27897.725960688622,0.024817938902373732,215922.3071377701,221281.05376397487
102439.13219190773,53243.16482770684,22452.677481138006,17481.660879203053,0.003210517221978758,195616.63537995564,196244.66595674853
112315.32169976344,36845.29824065542,17602.857009124422,34241.70874483438,0.01549990140213588,201005.18569437767,204120.74625395855
114775.35554849463,38988.68155314957,23409.55664798629,21412.369993985216,0.005661228584864326,198585.96374361572,199710.2042781139
117959.27477654966,39391.71049309073,23939.756480407883,28162.671774712064,0.012339261926269458,209453.41352476034,212037.91405559357
125063.75069852624,39570.052310217725,29214.40062353191,21654.797067868116,0.013869599268398992,215503.00070014398,218491.9409609925
94955.16362682731,39920.16104533042,17598.41330489025,17408.663630537798,0.01916612454914334,169882.40160758578,173138.38887550434
136018.0597444474,46516.88115722486,25389.143214225358,24270.263107919982,0.010667879691827198,232194.3472238176,234671.36858512362
104590.11286620819,39012.62686443867,23547.553425175036,18729.914949757083,0.011172404190936302,185880.208105579,187956.93692162985
127899.68426282829,39261.56825030969,19180.604426106394,25735.496366149644,0.004372113213875935,212077.353305394,213004.57950414435
97569.04759840155,43945.366715791075,18489.032067461332,24874.013167155586,0.03809454813428696,184877.45954880954,191920.28283053634
86374.99498718239,37616.27576439329,25417.998599463586,21526.93781060183,0.014199596418118693,170936.2071616411,173363.43231658035
111356.81370124841,40479.04981637096,20926.843406424126,25757.17943285146,0.015171116427808756,198519.88635689497,201531.6546660508
101382.43092002168,34169.18656152873,34865.49651943373,30194.196163866403,0.02083257360033306,200611.31016485053,204790.560048919
142625.5181414436,54664.10877526577,29360.9351710417,24450.277148445603,0.01177848270103217,251100.83923619668,254058.42612735488
92092.75967682878,39756.65429998782,23585.76511507458,21357.18854141154,0.015058308074943672,176792.36763330273,179454.56157042368
88137.81373619048,50514.49949389341,24632.71856863664,26999.704326629544,0.0174209516536162,190284.7361253501,193599.6773138109
87938.8252263409,43206.17245658391,18986.057734629332,27207.857085468007,0.005827694620506651,177338.91250302215,178372.3895294225
97424.78617697538,38274.27623338203,29360.976165279568,23575.49139113536,0.0158840554183291,188635.52996677233,191631.82717863042
111622.51841611652,37617.629040644446,22259.51854533687,31867.36054186915,0.03438371954261299,203367.02654396702,210359.54134886994
108400.38230652138,46471.380223016415,23016.936947837225,23502.29709998784,0.02917805176144972,201390.99657736285,207267.1934997871
102305.82128726259,55408.843781811076,28830.618008000296,32439.70540863615,0.02620714818666701,218984.98848571014,224723.96052961072
91149.4551608441,37410.86473758305,15790.590253192333,21726.356942822415,0.03166666910387068,166077.26709444186,171336.3809571967
98089.55313743395,35884.417134179355,22683.50618900774,29251.90084887205,0.0064896163061142105,185909.3773094931,187115.85783594032
96056.33490864598,40823.441582128406,24418.412022686993,23901.028482812315,0.009370465826729853,185199.2169962737,186934.61993027444
120164.34901072492,40928.72128480016,18991.365738063265,26342.730658268567,0.007723628879649509,206427.1666918569,208021.53351806235
122247.74496558162,49218.15341489091,17613.434589327553,14869.038227052213,0.06993432635737826,203948.3711968523,218211.36314818868
122063.44770227309,42148.76969757472,23188.151753874517,35843.649895698254,0.013762691067929487,223244.0190494206,226316.4575163607
139590.4805802343,34328.78233521768,23349.19390165657,26584.67966608599,0.006006665217417004,223853.1364831945,225197.74733191784
129871.2348160428,53100.769247562435,20825.20376841179,30083.830909564385,0.007022829154290417,233881.0387415814,235523.5453190915
108075.26523786664,40607.03055564588,29056.043666869235,18111.58843391858,0.01285270828876602,195849.92789430032,198367.1298859016
104748.21631341011,45897.4838520398,20519.854142461878,25857.9471223474,0.006162771833950024,197023.50143025917,198237.7123154998
132829.96249226917,45875.304000903205,22956.0738293831,24102.89486794542,0.031010980817160957,225764.2351905009,232765.40555719458
