num_claims,avg_claim_amount,seasonal_adjustment,adjusted_claims,total_claims_amount,premium_income,net_result,loss_ratio
54,11480.4254269636,1.0,54,619942.9730560344,546658.3245967452,-73284.64845928922,1.13405932949681
51,1198.7454967469537,1.1,56,67129.74781782941,557730.4122205959,490600.66440276644,0.1203623584924359
46,1126.6661504984345,1.0,46,51826.64292292799,412622.2874165049,360795.64449357695,0.12560311089210185
49,1096.7035871763799,0.7,34,37287.921963996916,443946.7836217079,406658.861657711,0.08399187321462921
45,21474.437282141407,1.0,45,966349.6776963633,535719.5299956808,-430630.1477006825,1.80383507337161
54,2618.01031580875,0.9,48,125664.49515882,406683.3762322833,281018.8810734633,0.30899835720613483
54,2338.167084810025,1.0,54,126261.02257974134,479503.1192864271,353242.0967066857,0.26331637376548617
42,3397.1335684808546,0.9,37,125693.94203379162,525587.6692226131,399893.7271888215,0.23914933586570475
45,1047.7236599784626,1.1,49,51338.45933894467,490022.7840170427,438684.3246780981,0.10476749451951839
61,1579.521156179359,1.1,67,105827.91746401705,461062.2952202617,355234.3777562446,0.22953062647089859
62,1639.9807248948098,0.9,55,90198.93986921453,535003.8097246268,444804.8698554123,0.1685949487268905
46,2218.651292384082,1.0,46,102057.95944966777,527579.0866325921,425521.12718292436,0.19344580184381205
68,5079.913151140139,1.0,68,345434.09427752945,548915.0342088817,203480.93993135222,0.6293033944231149
57,1320.3491114062074,1.1,62,81861.64490718486,535166.3886260522,453304.7437188673,0.15296484728301152
40,1670.252219476123,1.1,44,73491.09765694941,416898.70136621693,343407.6037092675,0.176280466732355
48,5472.313366328881,1.0,48,262671.04158378625,498237.14325239736,235566.1016686111,0.5272008422919248
58,3630.81967531294,1.0,58,210587.54116815052,485739.5130538894,275151.9718857389,0.43354006727632083
51,1076.4179033987355,0.9,45,48438.8056529431,478648.83905534574,430210.03340240265,0.10119904552268676
70,4975.4762652962,1.0,70,348283.338570734,491668.6442450162,143385.3056742822,0.7083700428070655
45,2965.4539293097496,1.3,58,171996.3278999655,465071.71738760377,293075.38948763825,0.3698275372798448
53,5321.843581263164,1.1,58,308666.92771326355,560682.2124492826,252015.2847360191,0.5505202784388037
56,1200.3708020502438,0.7,39,46814.461279959505,436947.56777944125,390133.1064994817,0.10713976854904962
41,6885.414026989928,0.7,28,192791.59275571798,577932.1571933741,385140.56443765614,0.3335886234328549
47,1286.9041442205023,1.0,47,60484.49477836361,492142.1550201,431657.6602417364,0.12290045500348026
53,1391.906910849321,0.7,37,51500.55570142488,472942.714278893,421442.15857746813,0.10889385573884777
40,3630.7340480498874,0.9,36,130706.42572979594,490837.6019206132,360131.17619081726,0.26629260924254955
49,10447.25228838016,1.0,49,511915.3621306278,479069.49964495946,-32845.86248566833,1.06856179011607
62,4436.853240290072,0.9,55,244026.92821595396,489026.4605967123,244999.53238075835,0.4990055710240939
53,2724.1850514992284,1.0,53,144381.8077294591,481054.2535289135,336672.44579945435,0.30013622511453614
49,1053.9267712766477,1.0,49,51642.41179255574,496318.4863629174,444676.07457036164,0.10405095359432942
40,3048.987239785447,1.0,40,121959.48959141788,443967.78799213096,322008.2984007131,0.2747034647333007
49,1074.0703051187163,1.0,49,52629.4449508171,459191.1315695518,406561.68661873473,0.11461337411052663
42,2958.061607345646,0.9,37,109448.27947178889,485903.11271696404,376454.83324517513,0.22524712562510776
44,8647.452788122642,0.9,39,337250.658736783,555630.9972300569,218380.33849327388,0.6069687623945603
53,1172.8485252571077,1.1,58,68025.21446491225,526119.9375626965,458094.72309778427,0.12929602094162387
54,1343.6000784088467,0.7,37,49713.202901127326,443485.9222902596,393772.7193891323,0.11209646214787906
59,1889.8145978831717,1.0,59,111499.06127510713,486713.9108531096,375214.84957800247,0.22908542120703343
52,4142.793538875343,0.9,46,190568.5027882658,573620.7565175254,383052.2537292596,0.33222037491323503
51,3391.914432038372,1.1,56,189947.20819414884,465464.5738226311,275517.36562848225,0.40808091286992276
38,3584.090571961729,0.7,26,93186.35487100495,535236.6916304346,442050.33675942966,0.17410307687827095
52,6455.259943644483,1.3,67,432502.4162241804,471504.8579758761,39002.441751695704,0.9172809333945585
46,2169.158330967869,0.7,32,69413.06659097181,533449.0588062222,464035.9922152504,0.13012126546123765
50,2414.817095517441,1.0,50,120740.85477587205,542585.3109435595,421844.45616768743,0.22252879379632098
64,2709.820638194359,0.9,57,154459.77637707847,538597.0460756322,384137.2696985537,0.28678169979303697
52,7021.70890112463,1.0,52,365128.8628584808,505014.8287726943,139885.9659142135,0.7230062209179687
53,5295.80960434351,0.7,37,195944.95536070986,439833.40699474496,243888.4516340351,0.44549811870713807
54,2143.5347780879256,1.0,54,115750.87801674799,506450.80270025885,390699.92468351085,0.22855305470856316
56,3365.187563006027,1.3,72,242293.50453643396,469201.59300133237,226908.0884648984,0.5163953152557731
48,2104.204599736428,1.0,48,101001.82078734855,515611.0874143011,414609.26662695257,0.19588760453902362
56,2771.8385160900075,1.0,56,155222.95690104042,409386.34839504096,254163.39149400053,0.37916007094417487
60,2289.1109235773647,1.0,60,137346.6554146419,512314.29312927014,374967.63771462825,0.26809061792071803
56,2615.514364929591,1.0,56,146468.8044360571,579362.0725792766,432893.2681432195,0.2528104813350811
48,3991.138109265269,0.7,33,131707.5576057539,516823.77988660254,385116.22228084865,0.2548403589994488
54,6937.517646601768,1.0,54,374625.9529164955,499324.91219614196,124698.95927964646,0.7502648951938073
53,2421.621207748628,1.0,53,128345.92401067728,511097.9583890505,382752.03437837324,0.2511180526238371
52,4007.967918036527,0.9,46,184366.52422968025,436491.2616353682,252124.73740568798,0.4223830817114835
42,2731.874441784008,1.1,46,125666.22432206437,600518.7887068809,474852.5643848165,0.20926276860157209
32,4505.0660246624975,1.1,35,157677.31086318742,449183.8021162229,291506.4912530355,0.3510307141983486
52,1770.2452749742915,1.3,67,118606.43342327753,495338.9735488666,376732.54012558906,0.23944498567015476
61,3551.8672915901298,1.3,79,280597.51603562024,512943.07137153286,232345.55533591262,0.547034420964776
52,5742.5441308920335,1.1,57,327325.0154608459,422606.28013226733,95281.26467142144,0.7745389286652336
36,1572.1594033453935,1.3,46,72319.3325538881,577880.996383021,505561.6638291329,0.1251457185935124
41,1231.271570608046,1.1,45,55407.22067736207,488448.0300344747,433040.8093571126,0.11343524238075324
43,4121.266559581159,0.9,38,156608.12926408404,435631.29870490934,279023.1694408253,0.35949696389966745
41,3459.324253951347,1.1,45,155669.59142781064,507756.8502279913,352087.2588001806,0.30658294685322784
45,10509.917774733427,1.0,45,472946.29986300424,521812.0112580149,48865.71139501064,0.9063538010993608
47,2148.2855682548907,1.3,61,131045.41966354832,457404.760541327,326359.3408777787,0.2864977170514346
55,2601.084866961093,1.1,60,156065.0920176656,610150.8967413063,454085.8047236407,0.25578114012644737
52,1839.7988744489103,1.0,52,95669.54147134334,440220.8035613992,344551.26209005585,0.21732171832265523
51,1490.1939257793742,0.7,35,52156.787402278096,375233.99704178673,323077.2096395086,0.13899803273014685
61,13153.942817720183,0.9,54,710312.9121568899,407491.66171246517,-302821.25044442475,1.7431348390586257
48,1639.760943710267,1.0,48,78708.5252980928,491752.1872959885,413043.6619978957,0.16005729579138137
45,7167.481724002215,0.7,31,222191.93344406865,524023.0593406143,301831.12589654565,0.4240117481159244
53,3156.4475236701132,1.3,68,214638.4316095677,460965.12332590483,246326.69171633714,0.4656283539651158
49,5821.9232000023685,1.3,63,366781.16160014924,506571.63115358574,139790.4695534365,0.7240459967426524
51,3016.119577959523,1.0,51,153822.0984759357,464313.41926606675,310491.32079013105,0.33128936639195133
53,2683.637256694524,0.7,37,99294.57849769738,504202.50863473304,404907.93013703567,0.1969339239635375
48,2934.99113384359,0.7,33,96854.70741683847,459760.7140472267,362906.0066303882,0.2106632960529323
51,1683.087589140905,0.9,45,75738.94151134073,541516.4921778428,465777.55066650204,0.1398645149416185
55,1409.9169929815405,0.7,38,53576.84573329854,570640.2838448016,517063.438111503,0.09388900021623774
52,1286.870421963149,1.1,57,73351.6140518995,577426.0659877611,504074.4519358616,0.12703204509207977
54,1632.0967873806826,1.3,70,114246.77511664778,516822.98622018413,402576.21110353636,0.221055909204423
60,2072.7799439651817,1.0,60,124366.7966379109,482221.48220521427,357854.6855673034,0.2579038911107352
57,2526.2856074628185,0.9,51,128840.56598060374,447307.0235730742,318466.45759247045,0.288036089734137
42,1133.9600053009449,0.7,29,32884.840153727404,487716.0651518066,454831.2249980792,0.06742619836295871
50,4454.380773784878,1.1,55,244990.94255816832,414820.32175626105,169829.37919809273,0.5905953245514317
54,2607.0440174428536,0.9,48,125138.11283725698,472002.898891807,346864.78605455003,0.2651214921159653
52,2504.1909669717957,1.3,67,167780.7947871103,540268.8593129935,372488.0645258832,0.31055055625538097
53,1661.8220393356555,0.9,47,78105.63584877581,534881.1257988738,456775.48995009804,0.14602428854097407
57,2329.07852503807,1.1,62,144402.86855236033,552117.0208230802,407714.1522707199,0.261543953738446
40,6770.842671300645,1.3,52,352083.81890763354,562700.0561930478,210616.23728541424,0.6257042540383944
38,1293.4814342642055,0.7,26,33630.51729086934,494081.24428284814,460450.7269919788,0.0680667758187898
46,1366.392133450113,1.0,46,62854.038138705204,504793.5335426252,441939.49540392,0.1245143488617961
44,1221.1599196115055,0.7,30,36634.797588345165,440116.65895098133,403481.86136263615,0.08323883416652361
53,1000.5336226906028,1.1,58,58030.95011605496,476460.1633568568,418429.2132408018,0.12179601691609047
46,3956.6810820144838,0.9,41,162223.92436259383,528589.356866564,366365.4325039702,0.306899717626258
60,2454.9708560937725,1.0,60,147298.25136562635,328671.7440696595,181373.49270403315,0.4481621983738511
58,7832.15917730821,1.0,58,454265.23228387616,553823.5677960044,99558.3355121282,0.8202345633134928
64,1878.606784944297,0.9,57,107080.58674182493,492910.10589836456,385829.51915653964,0.2172416135527649
49,4906.963940737642,1.0,49,240441.23309614445,487502.4304810758,247061.19738493132,0.4932103268877509
49,3786.488684861387,0.9,44,166605.50213390103,497225.7105476958,330620.20841379475,0.3350701675309278
41,2519.128254807777,0.7,28,70535.59113461776,554870.3899485827,484334.798813965,0.1271208419341929
51,2207.605494755556,1.0,51,112587.88023253335,452185.5225445221,339597.64231198875,0.2489860347562277
55,2800.1244540113385,0.9,49,137206.09824655557,478230.5413098302,341024.4430632746,0.28690367175371206
50,1763.8889864018438,1.3,65,114652.78411611984,486755.8866491554,372103.10253303556,0.23554473045080898
56,3331.6570211469902,1.0,56,186572.79318423144,526844.5259547553,340271.7327705238,0.35413254573751435
45,3371.2311795978558,0.7,31,104508.16656753352,553913.0697190916,449404.90315155813,0.1886725052733152
56,1094.874057426705,0.9,50,54743.70287133525,463807.41863047204,409063.7157591368,0.11803110660235265
59,4584.189396203825,1.1,64,293388.1213570448,606154.7440628122,312766.6227057674,0.48401521926658836
63,6282.5355121912135,1.0,63,395799.7372680465,491534.2746405352,95734.5373724887,0.8052332414814806
50,8331.49978761828,1.3,65,541547.4861951882,485082.7833637154,-56464.70283147285,1.1164021993110722
56,6305.768558117592,0.9,50,315288.4279058796,547032.7530357874,231744.32512990775,0.5763611523371676
49,3404.9259246232014,0.7,34,115767.48143718885,482884.2475673016,367116.76613011275,0.23974168140793173
46,1226.885725407413,0.9,41,50302.314741703936,533957.7267876219,483655.41204591794,0.09420654897969358
41,3684.4933673520377,0.9,36,132641.76122467336,477698.4874116145,345056.72618694114,0.2776683718288206
56,1416.186380927316,0.9,50,70809.3190463658,489358.8732066748,418549.554160309,0.14469814061481284
43,2342.564684587045,1.0,43,100730.28143724294,505114.40846947674,404384.1270322338,0.1994207247868082
47,4145.788298893043,0.9,42,174123.10855350783,549023.5664896006,374900.45793609275,0.3171505180858316
48,2412.0214924412176,1.1,52,125425.11760694331,445268.836034008,319843.7184270647,0.28168402424948463
45,4109.838758832111,1.3,58,238370.64801226245,554628.5663800029,316257.91836774047,0.42978429612466656
58,4969.505752598534,0.9,52,258414.29913512376,441317.33984235965,182903.0407072359,0.5855521091181923
48,17323.14244071975,1.0,48,831510.8371545479,534870.3255134679,-296640.51164108,1.5546026718837118
59,1943.0583883212307,1.0,59,114640.44491095262,481703.0709875066,367062.62607655395,0.2379898568550457
46,19990.286037726415,0.9,41,819601.727546783,556568.5957281427,-263033.1318186404,1.4725978681469114
48,1385.8745787382977,0.9,43,59592.606885746805,491237.70751863095,431645.10063288413,0.12131114117188706
44,2808.3799252426024,1.0,44,123568.7167106745,465911.2914411059,342342.57473043137,0.265219407601102
55,1286.5454547141621,0.9,49,63040.727280993946,451382.6840103478,388341.9567293539,0.1396613771731411
56,19651.054957378397,0.9,50,982552.7478689199,499671.02339659125,-482881.7244723286,1.966399294459513
55,4677.949709929444,0.7,38,177762.08897731887,510222.75323600287,332460.66425868403,0.34840094419524104
49,1135.2841847720442,0.7,34,38599.662282249505,522982.7323748212,484383.0700925717,0.07380676242783703
50,1604.9912715961348,0.9,45,72224.60722182607,491811.6736066288,419587.0663848027,0.1468541945988746
47,3631.645275376057,1.0,47,170687.32794267466,564501.7102157836,393814.38227310893,0.3023681325561061
52,4486.748707105203,0.9,46,206390.44052683932,556925.137093215,350534.6965663757,0.37058919912299604
51,2259.1561499520753,0.9,45,101662.0267478434,484661.583889136,382999.5571412926,0.20975878866251982
63,8484.841372933337,0.9,56,475151.11688426684,512736.23410208814,37585.1172178213,0.9266969745494172
50,6468.097475216143,1.3,65,420426.3358890493,626152.5101506918,205726.17426164256,0.6714439838113372
32,4833.894784975162,1.1,35,169186.3174741307,573022.5291186814,403836.2116445508,0.29525247067395793
52,8397.243943563291,1.0,52,436656.6850652911,499659.77843900764,63003.09337371652,0.8739080148285197
50,1245.5950898351778,1.0,50,62279.75449175889,540780.7691160078,478501.01462424896,0.11516636324469351
41,2384.0352151829,1.1,45,107281.58468323051,532834.1414268658,425552.55674363533,0.20134142379830114
55,1724.4524713510903,0.7,38,65529.19391134143,517751.0125858702,452221.8186745288,0.1265650714695092
46,3077.3928573127355,0.9,41,126173.10714982216,571706.9441619925,445533.83701217035,0.22069542523183197
49,9596.770126265068,1.0,49,470241.73618698836,533098.6250056901,62856.88881870179,0.8820914444901619
55,1818.6868947194316,0.7,38,69110.1019993384,586335.3136791631,517225.21167982474,0.1178678827404804
58,21352.049383746573,0.9,52,1110306.5679548217,503857.59300786175,-606448.97494696,2.2036118604994357
61,1910.8894454522488,1.0,61,116564.25617258718,486137.86185437493,369573.60568178777,0.23977613207897927
50,1620.926750606079,1.3,65,105360.23878939514,626486.8892992006,521126.6505098055,0.16817628682900768
56,2981.0818662452557,0.9,50,149054.0933122628,400516.9333116609,251462.8399993981,0.3721542859119938
39,2917.4750279183318,1.3,50,145873.7513959166,560098.6063397663,414224.8549438497,0.2604429822619963
46,1386.787047373891,0.7,32,44377.18551596451,455341.2636266382,410964.0781106737,0.09745917855657388
63,1441.1102455820637,1.0,63,90789.94547167001,585230.7399152156,494440.79444354563,0.15513529840353749
39,1414.7722357150528,0.7,27,38198.850364306425,468711.16289293737,430512.31252863095,0.08149763305942806
48,1027.9414552073,0.7,33,33922.068021840896,534940.4212336794,501018.3532118385,0.06341279640751364
51,1801.7929329925066,1.0,51,91891.43958261784,463774.3549485706,371882.91536595277,0.1981382510742923
55,1110.9572895051058,1.0,55,61102.65092278082,544088.1394062025,482985.4884834217,0.1123028540733602
41,18428.761866240344,0.7,28,516005.33225472964,546081.2994210146,30075.967166284972,0.9449240118675128
43,7946.505357671491,0.7,30,238395.16073014474,469707.219584644,231312.05885449928,0.5075399116516763
43,7268.26356752874,1.0,43,312535.3334037358,440431.2387578834,127895.90535414754,0.7096120935589328
57,20275.969624644476,0.7,39,790762.8153611346,513174.1217416649,-277588.6936194697,1.540924964566334
62,1167.567533103693,0.9,55,64216.21432070311,454456.30508452654,390240.0907638234,0.1413033851709005
57,1790.534932329443,1.1,62,111013.16580442547,482690.0506811346,371676.88487670914,0.22998851053128677
49,26671.174007237994,1.1,53,1413572.2223836137,498712.58272390376,-914859.63965971,2.8344426656790263
56,2297.288795194934,1.0,56,128648.17253091632,476323.86933839653,347675.6968074802,0.2700855044480677
38,2545.801283322341,1.1,41,104377.85261621598,538954.1196239961,434576.2670077801,0.19366741771829427
42,1432.809122150698,1.0,42,60177.98313032931,493451.3028410101,433273.3197106808,0.12195323587932373
47,4036.519781597441,1.0,47,189716.42973507973,494070.24388873595,304353.81415365625,0.3839867550853835
43,2004.258172709136,1.1,47,94200.13411732939,467033.6529620999,372833.5188447705,0.20169881446417695
61,2611.948013710119,0.9,54,141045.19274034642,648908.3993019739,507863.20656162745,0.2173576315117322
39,1189.764793113656,0.9,35,41641.767758977956,505221.158984544,463579.39122556604,0.08242284991126408
55,1214.7272548350688,1.0,55,66809.99901592878,582312.5825087603,515502.5834928315,0.11473219199230286
56,10211.64153196302,1.1,61,622910.1334497442,514496.8970382002,-108413.23641154403,1.2107169878684314
49,3112.2901562782727,0.9,44,136940.766876244,470794.47324273817,333853.7063664942,0.2908716534691314
46,3379.6700224429233,1.0,46,155464.82103237446,412858.54334443115,257393.7223120567,0.3765571126928975
41,2311.8971687744097,1.0,41,94787.7839197508,515803.4289410703,421015.6450213195,0.18376726210282746
45,3941.03026262358,1.1,49,193110.4828685554,546170.5753758084,353060.092507253,0.35357174402095937
51,3812.0052245664597,0.7,35,133420.18285982608,514966.12984460493,381545.94698477886,0.2590853555749126
58,1139.212734609988,1.3,75,85440.9550957491,499013.0176394437,413572.06254369457,0.17121989221828982
49,4075.1411768755943,1.0,49,199681.91766690413,580563.0904016031,380881.172734699,0.3439452506854589
51,5542.001036642993,1.3,66,365772.06841843756,487308.9902904199,121536.92187198234,0.7505957733315152
39,2620.139850928737,1.1,42,110045.87373900694,519878.4501627081,409832.5764237012,0.21167615950337143
36,1643.5171140130558,1.1,39,64097.16744650918,601361.2915868236,537264.1241403145,0.10658678625186324
44,1332.2121534631706,0.9,39,51956.27398506365,595892.0927275507,543935.818742487,0.08719074245010784
53,5869.074856012271,0.9,47,275846.5182325767,421074.55866199237,145228.04042941565,0.65510136520503
60,3693.0231536785686,1.1,66,243739.52814278554,411680.3257982359,167940.79765545035,0.5920601808458587
45,1009.3881276883989,0.9,40,40375.525107535956,533697.8642500254,493322.3391424894,0.07565240150299897
55,1096.1165516903095,1.1,60,65766.99310141857,538258.6059714392,472491.61287002056,0.12218474980576209
48,1052.5442030611266,0.7,33,34733.95870101718,456566.7751465354,421832.8164455182,0.07607640457383105
40,1913.6202729368738,0.9,36,68890.32982572746,496870.7507339572,427980.4209082298,0.13864839039924462
54,5033.297504077307,1.1,59,296964.55274056114,457560.7056072182,160596.15286665707,0.6490167295866597
52,5884.81997410718,1.1,57,335434.7385241093,478853.0753734799,143418.33684937062,0.7004961558667824
66,2448.6722463764036,1.3,85,208137.1409419943,541730.5747041818,333593.4337621875,0.384207852871605
43,3077.9444580585928,0.9,38,116961.88940622653,489857.051592345,372895.1621861185,0.23876738943744194
40,5736.782704459964,0.9,36,206524.1773605587,502845.10508049215,296320.92771993345,0.41071132098919344
43,16522.71537899311,1.0,43,710476.7612967037,389518.7652315214,-320957.9960651823,1.8239859660532964
60,1783.163060057901,1.0,60,106989.78360347406,622736.8873091686,515747.10370569455,0.17180575903536788
43,1081.8569615461483,1.1,47,50847.277192668975,491478.0742562977,440630.79706362874,0.10345787504276936
46,2023.8641912312141,0.9,41,82978.43184047978,560978.4896574668,478000.057816987,0.1479173147817956
40,1851.3814150260268,0.9,36,66649.73094093696,545112.0592062483,478462.3282653113,0.12226794438924606
52,2891.6812991030583,1.1,57,164825.83404887433,470829.28351689223,306003.4494680179,0.3500755790245166
45,2627.16591752751,0.7,31,81442.1434433528,594717.054936079,513274.9114927262,0.13694267344007197
47,4120.703654028588,0.7,32,131862.51692891482,568087.8151324815,436225.2982035667,0.23211643238319357
58,10490.573121944308,0.9,52,545509.802341104,419737.15974328824,-125772.64259781578,1.2996461944773687
47,8931.754177980467,1.3,61,544837.0048568085,531218.0413080347,-13618.963548773783,1.025637238364946
52,1103.787288620336,0.7,36,39736.3423903321,504442.5747278327,464706.2323375006,0.07877277688500317
57,1447.2068108751525,1.0,57,82490.78821988369,583603.357864445,501112.56964456127,0.14134735023070932
47,1865.8784447139133,1.0,47,87696.28690155392,475394.54584598367,387698.25894442975,0.18447053645829037
53,1971.7905175488606,0.7,37,72956.24914930784,462927.66959184257,389971.4204425347,0.15759751240108943
37,1015.1398343028342,1.0,37,37560.17386920487,508041.5357112417,470481.36184203683,0.0739313052753095
44,6527.527086770656,1.1,48,313321.30016499147,526356.9707487343,213035.67058374285,0.5952638942337877
56,2139.378620687015,0.9,50,106968.93103435075,523172.19954744907,416203.2685130983,0.2044621849686973
53,6487.135180768197,1.0,53,343818.1645807144,462915.0644568662,119096.89987615176,0.7427240783017355
47,2414.5725213166706,1.0,47,113484.90850188352,562612.0151741122,449127.10667222866,0.20171078014884417
56,3444.684365559614,1.1,61,210125.74629913646,561389.1970610637,351263.4507619273,0.37429602742476814
43,3802.059987005088,1.0,43,163488.57944121878,452676.0837592047,289187.50431798596,0.3611601878401521
50,2773.0597740680078,0.9,45,124787.68983306034,408992.55802210217,284204.86818904185,0.30510992776136714
61,12882.725298092613,1.0,61,785846.2431836494,505914.5055236125,-279931.7376600369,1.5533182674221062
51,1765.2896461877956,1.3,66,116509.11664839451,484277.59838493756,367768.48173654306,0.2405833287291248
40,3540.1768492924416,1.1,44,155767.78136886744,493705.6820162601,337937.9006473927,0.31550737016580915
53,6070.905811482882,1.0,53,321758.00800859276,448748.93739567185,126990.92938707909,0.7170111864240285
53,2376.6177011206914,1.0,53,125960.73815939664,500068.3595132692,374107.6213538726,0.2518870385680826
54,1221.289041279229,1.3,70,85490.23288954602,463691.6302774076,378201.39738786157,0.1843687211658333
51,3284.1924468977427,1.1,56,183914.7770262736,481504.89509309013,297590.11806681653,0.3819582706230163
53,1089.0108396085654,0.7,37,40293.40106551692,533810.333539676,493516.9324741591,0.07548261720287973
48,4338.405127738906,1.3,62,268981.1179198122,466755.5415758039,197774.42365599168,0.5762783597848898
51,2353.799260096049,0.7,35,82382.9741033617,514648.2750463479,432265.30094298616,0.16007626586515325
52,2115.06727943482,1.0,52,109983.49853061065,548443.2162132572,438459.71768264653,0.2005376222719921
42,12044.849613978076,0.9,37,445659.4357171888,557162.293771899,111502.85805471014,0.7998736466894525
47,1191.3994044356705,1.3,61,72675.3636705759,557750.7539928841,485075.3903223082,0.13030078964537467
52,1529.4910842258528,1.0,52,79533.53637974434,397949.5617209441,318416.02534119977,0.1998583338948768
36,3926.509879082133,1.1,39,153133.8852842032,534774.7258412546,381640.84055705136,0.2863521364875802
56,3871.015274655341,0.7,39,150969.5957115583,506088.58308452857,355118.98737297027,0.2983066616350499
45,1625.5397029253595,1.0,45,73149.28663164118,471301.18699749827,398151.90036585706,0.15520709187611162
44,2244.927973097203,1.3,57,127960.89446654057,431834.0676328951,303873.17316635454,0.29631959138370007
47,1115.7155492779793,0.7,32,35702.89757689534,513941.4229289796,478238.5253520843,0.06946880711311927
51,17329.109024499892,1.0,51,883784.5602494945,483157.57044300425,-400626.98980649025,1.8291849581062298
41,13065.631067931481,1.0,41,535690.8737851907,527238.4613156097,-8452.412469581002,1.0160314792826188
53,1393.409115987512,1.0,53,73850.68314733813,431013.6404461432,357162.9572988051,0.17134186999486864
56,1581.818399251607,0.7,39,61690.91757081267,575936.9901708497,514246.07260003703,0.10711400487145699
48,1388.6494438336163,0.9,43,59711.9260848455,473865.6289937895,414153.702908944,0.12601024938575592
52,3704.2654160180114,1.0,52,192621.80163293658,548694.0664188233,356072.26478588674,0.35105501120164573
46,1684.9683850838796,1.1,50,84248.41925419398,446227.35015377094,361978.930899577,0.1888015587237353
54,1974.6618368375025,1.0,54,106631.73918922513,474796.900583285,368165.1613940599,0.22458389904868525
51,1405.5436920619693,0.7,35,49194.02922216892,501323.9002817021,452129.8710595332,0.0981282344498756
57,1958.2308334386034,1.1,62,121410.31167319341,573867.6468372509,452457.3351640575,0.2115650051755321
44,6182.244683889574,1.1,48,296747.74482669955,550105.5702635447,253357.82543684513,0.5394378113359833
48,1384.328386797611,0.9,43,59526.12063229728,433895.76357601746,374369.64294372016,0.13718990971864709
68,1775.1855902429884,1.0,68,120712.62013652321,492719.8860865548,372007.2659500316,0.24499238521766897
41,7214.402048368248,1.0,41,295790.4839830982,509027.5185911027,213237.0346080045,0.5810893776466024
42,2265.7347842402933,0.9,37,83832.18701689085,681853.8095346686,598021.6225177777,0.12294744979734316
50,1326.9578175947972,0.9,45,59713.101791765876,499247.39417037857,439534.2923786127,0.11960623628490595
54,1172.2658689770474,1.1,59,69163.6862696458,604756.1241066763,535592.4378370305,0.11436624370164399
51,1324.2232559646952,0.7,35,46347.81395876433,544355.7159347071,498007.9019759428,0.08514251362122839
53,1075.304877317094,0.7,37,39786.28046073248,602487.4813169823,562701.2008562498,0.06603669237037643
57,4288.964269905056,0.9,51,218737.1777651579,451878.580277713,233141.40251255513,0.4840618416361484
56,2250.59509918932,0.9,50,112529.75495946601,514127.9423006694,401598.1873412034,0.21887500308951696
60,6562.858631575864,1.1,66,433148.669684007,503026.5024527147,69877.83276870771,0.8610851865100759
41,2651.808864602868,0.9,36,95465.11912570326,474740.52541418234,379275.4062884791,0.2010890455210575
49,2307.421136331971,0.9,44,101526.52999860673,420688.5691630558,319162.0391644491,0.24133417791833509
53,1821.0100050244528,0.9,47,85587.47023614928,514808.36645933584,429220.8962231866,0.16625112529695016
